time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,prediction
2393971,,,,,,,,1.140625,-1.80078125,1.06640625,-0.15234375,0.142578125,-0.15234375,-0.203125,-9.58203125,1.54296875,0
2393972,,,,,,,,0.88671875,-1.78515625,1.22265625,-0.12890625,0.130859375,-0.13671875,-0.43359375,-9.578125,1.69921875,0
2393973,,,,,,,,0.796875,-1.7421875,1.2578125,-0.134765625,0.125,-0.140625,-0.5078125,-9.546875,1.734375,0
2393974,,,,,,,,0.703125,-1.734375,1.22265625,-0.14453125,0.115234375,-0.14453125,-0.5859375,-9.546875,1.69921875,0
2393975,,,,,,,,0.7265625,-1.6796875,1.10546875,-0.134765625,0.107421875,-0.1640625,-0.546875,-9.51171875,1.58203125,0
2393976,,,,,,,,0.78125,-1.73828125,1.06640625,-0.103515625,0.10546875,-0.15625,-0.46875,-9.58203125,1.54296875,0
2393977,,,,,,,,0.86328125,-1.83984375,1.0234375,-0.046875,0.078125,-0.130859375,-0.35546875,-9.69921875,1.5078125,0
2393978,,,,,,,,0.86328125,-1.83203125,1.05078125,-0.025390625,0.078125,-0.11328125,-0.35546875,-9.69921875,1.54296875,0
2393979,,,,,,,,0.80859375,-1.77734375,1.19140625,0,0.06640625,-0.09765625,-0.39453125,-9.65625,1.69921875,0
2393980,36.01295583,129.318809,18.841128,61.67486205,0,65535,,0.74609375,-1.6171875,1.2109375,-0.005859375,0.064453125,-0.099609375,-0.43359375,-9.51171875,1.734375,0
2393981,,,,,,,,0.6484375,-1.484375,1.3203125,-0.009765625,0.07421875,-0.12890625,-0.5078125,-9.39453125,1.8515625,0
2393982,,,,,,,,0.671875,-1.43359375,1.3125,-0.0234375,0.078125,-0.171875,-0.46875,-9.3515625,1.8515625,0
2393983,,,,,,,,0.69921875,-1.4609375,1.3125,0.001953125,0.076171875,-0.1796875,-0.43359375,-9.39453125,1.8515625,0
2393984,,,,,,,,0.79296875,-1.5,1.21875,0.052734375,0.087890625,-0.169921875,-0.31640625,-9.43359375,1.7734375,0
2393985,,,,,,,,0.921875,-1.484375,1.12109375,0.109375,0.091796875,-0.130859375,-0.1640625,-9.4296875,1.69921875,0
2393986,,,,,,,,0.9921875,-1.5078125,1.10546875,0.16015625,0.087890625,-0.099609375,-0.0859375,-9.47265625,1.69921875,0
2393987,,,,,,,,0.9765625,-1.5,1.1171875,0.177734375,0.08203125,-0.076171875,-0.0859375,-9.47265625,1.734375,0
2393988,,,,,,,,0.99609375,-1.4609375,1.140625,0.177734375,0.08203125,-0.0625,-0.05078125,-9.4296875,1.7734375,2
2393989,,,,,,,,0.9453125,-1.484375,1.0703125,0.16796875,0.072265625,-0.048828125,-0.0859375,-9.47265625,1.734375,2
2393990,36.01295583,129.3188092,18.85615283,61.67486208,0,65535,,1.05078125,-1.546875,0.96484375,-0.005859375,0.064453125,-0.099609375,-0.43359375,-9.51171875,1.734375,2
2393991,,,,,,,,1.15625,-1.4609375,0.94921875,0.166015625,0.05078125,-0.05078125,0.140625,-9.47265625,1.66015625,2
2393992,,,,,,,,1.1875,-1.46875,0.93359375,0.171875,0.04296875,-0.044921875,0.1796875,-9.47265625,1.66015625,2
2393993,,,,,,,,1.1484375,-1.53125,0.87109375,0.171875,0.025390625,-0.04296875,0.1796875,-9.546875,1.62109375,2
